source_url,source_title,platform,source_year,blogger_school,target_major,target_major_hits,school_tier,rank_text,rank_percent,rank_num,rank_total,camp_admitted,program_type,admission_detail,research_achievements_json,competition_achievements_json,competition_tags,confidence,notes
https://zhuanlan.zhihu.com/p/1960772480563152124,2025年（2026届）计算机保研经验贴（人大高瓴，天大智算，东南网安,知乎,2025,天津某末2,数据科学与大数据技术,"计算机,软件工程,数据科学,大数据,自动化",其他,1(总人数太少了， 3%以外了),,1,,,未说明,,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""CCF-C""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""EI""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""WWW""}]","[{""name"": ""数学建模"", ""level"": ""国赛"", ""award"": ""国二"", ""normalized_name"": ""数学建模""}, {""name"": ""数学竞赛"", ""level"": ""省赛"", ""award"": ""省二"", ""normalized_name"": ""数学竞赛""}, {""name"": ""蓝桥杯"", ""level"": null, ""award"": ""国二"", ""normalized_name"": ""蓝桥杯""}, {""name"": ""CSP"", ""level"": null, ""award"": ""国二"", ""normalized_name"": ""CSP""}, {""name"": ""国奖"", ""level"": null, ""award"": ""国二"", ""normalized_name"": ""国奖""}]","CSP,国奖,数学建模,数学竞赛,蓝桥杯",0.9,
https://zhuanlan.zhihu.com/p/1959566901572252363,2025年(2026届)211低rank三无选手计算机保研经验贴(西湖大学、上 ...,知乎,2025,211,计算机,"计算机,人工智能,电子信息,自动化",其他,5%-10%,7.5,,,,未说明,,"[{""type"": ""科研经历"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": null}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""EI""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""WWW""}]","[{""name"": ""数模数竞"", ""level"": ""省/国赛"", ""award"": ""省/国奖"", ""normalized_name"": ""数模数竞""}, {""name"": ""挑战杯"", ""level"": null, ""award"": ""国奖"", ""normalized_name"": ""挑战杯""}, {""name"": ""互联网+"", ""level"": null, ""award"": ""国奖"", ""normalized_name"": ""互联网+""}, {""name"": ""ACM"", ""level"": null, ""award"": ""国奖"", ""normalized_name"": ""ACM""}, {""name"": ""国奖"", ""level"": null, ""award"": ""国奖"", ""normalized_name"": ""国奖""}]","ACM,互联网+,国奖,挑战杯,数模数竞",0.9,
https://zhuanlan.zhihu.com/p/1956851409233383953,2025年计算机保研经验分享浙计、同济、南大,知乎,2025,江苏省某中上流211,计算机科学与技术,"计算机,计算机科学,人工智能,软件工程,自动化",其他,1/125,0.8,1,125,,未说明,,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""b会""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""n作"", ""venue_or_level"": ""a会""}, {""type"": ""科研项目"", ""title"": ""国家级大创主持人"", ""author_order"": ""未知"", ""venue_or_level"": null}, {""type"": ""专利"", ""title"": ""软著一项"", ""author_order"": ""未知"", ""venue_or_level"": null}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""EI""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""WWW""}]","[{""name"": ""2023年大数竞赛"", ""level"": ""省赛"", ""award"": ""一等奖"", ""normalized_name"": ""2023年大数竞赛""}, {""name"": ""2024年数模美赛"", ""level"": ""国际"", ""award"": ""M奖"", ""normalized_name"": ""美赛""}, {""name"": ""2024年蓝桥杯"", ""level"": ""省赛"", ""award"": ""一等奖"", ""normalized_name"": ""蓝桥杯""}, {""name"": ""2024年数模国赛"", ""level"": ""省赛"", ""award"": ""二等奖"", ""normalized_name"": ""2024年数模国赛""}, {""name"": ""2024年csp认证"", ""level"": ""国赛"", ""award"": ""320分"", ""normalized_name"": ""CSP""}, {""name"": ""2025年市调赛"", ""level"": ""省赛"", ""award"": ""一等奖"", ""normalized_name"": ""2025年市调赛""}, {""name"": ""大创"", ""level"": ""国赛"", ""award"": ""省一"", ""normalized_name"": ""大创""}]","2023年大数竞赛,2024年数模国赛,2025年市调赛,CSP,大创,美赛,蓝桥杯",0.95,
https://zhuanlan.zhihu.com/p/341802151,400+篇保研经验贴汇总！按专业分类！,知乎,,,计算机,"计算机,电子信息",未知,21/60,,,,,未说明,,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""EI""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""WWW""}]","[{""name"": ""大创"", ""level"": ""国赛"", ""award"": null, ""normalized_name"": ""大创""}, {""name"": ""国创"", ""level"": ""国赛"", ""award"": null, ""normalized_name"": ""国创""}]","国创,大创",0.5,
https://zhuanlan.zhihu.com/p/773204297,2024年（25届）计算机保研经验贴(清叉，贵系，复旦，人大高瓴,知乎,2024,,计算机科学与技术,"计算机,计算机科学,人工智能,软件工程,大数据",中九,1/20,5.0,1,20,,未说明,,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""二作"", ""venue_or_level"": ""A会""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""二作"", ""venue_or_level"": ""WWW""}]","[{""name"": ""XCPC"", ""level"": ""国赛"", ""award"": ""铜牌"", ""normalized_name"": ""XCPC""}, {""name"": ""天梯赛"", ""level"": ""国赛"", ""award"": ""国二"", ""normalized_name"": ""天梯赛""}, {""name"": ""蓝桥杯"", ""level"": null, ""award"": ""国二"", ""normalized_name"": ""蓝桥杯""}, {""name"": ""CSP"", ""level"": null, ""award"": ""国二"", ""normalized_name"": ""CSP""}, {""name"": ""ACM"", ""level"": null, ""award"": ""国二"", ""normalized_name"": ""ACM""}]","ACM,CSP,XCPC,天梯赛,蓝桥杯",0.9,
https://zhuanlan.zhihu.com/p/1954986844979692139,2025年（2026届）计算机保研经验贴（超超超低rk70%的上岸之路）,知乎,2025,辽宁某9,计算机科学与技术,"计算机,计算机科学,人工智能,自动化,密码学",末九,前五学期8%，前六学期7%,8.0,,,True,专硕,拿到夏令营 offer,"[{""type"": ""科研经历"", ""title"": ""llm相关的项目"", ""author_order"": ""未知"", ""venue_or_level"": null}, {""type"": ""科研训练"", ""title"": ""本校一段科研训练"", ""author_order"": ""未知"", ""venue_or_level"": null}, {""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""EI""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""TIP""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""AAAI""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""WWW""}]","[{""name"": ""国一"", ""level"": ""国赛"", ""award"": ""一等奖"", ""normalized_name"": ""国一""}, {""name"": ""国二"", ""level"": ""国赛"", ""award"": ""二等奖"", ""normalized_name"": ""国二""}, {""name"": ""国三"", ""level"": ""国赛"", ""award"": ""三等奖"", ""normalized_name"": ""国三""}, {""name"": ""省奖"", ""level"": ""省赛"", ""award"": null, ""normalized_name"": ""省奖""}, {""name"": ""蓝桥杯"", ""level"": null, ""award"": ""国一"", ""normalized_name"": ""蓝桥杯""}, {""name"": ""CSP"", ""level"": null, ""award"": ""国一"", ""normalized_name"": ""CSP""}, {""name"": ""ACM"", ""level"": null, ""award"": ""国一"", ""normalized_name"": ""ACM""}]","ACM,CSP,国一,国三,国二,省奖,蓝桥杯",0.95,去向：复旦大学计算与智能创新学院MAS Lab（多媒体智能安全实验室），方向为llm security
https://zhuanlan.zhihu.com/p/1956678948902670367,25年（26届）计算机保研经验贴-末九上岸浙大（上交 - 知乎专栏,知乎,2025,末九,计算机科学与技术,"计算机,计算机科学,计算机技术,人工智能,电子信息,软件工程,智能科学,大数据,自动化,控制工程,信息安全",末九,前10/300（前3%）,3.0,10,300,True,专硕,拿到夏令营 offer,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""非一作"", ""venue_or_level"": ""ccf-a在投""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""EI""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""CCF-A""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""一作"", ""venue_or_level"": ""WWW""}]","[{""name"": ""互联网+"", ""level"": ""国赛"", ""award"": ""国金"", ""normalized_name"": ""互联网+""}, {""name"": ""美赛"", ""level"": ""国际"", ""award"": ""M奖"", ""normalized_name"": ""美赛""}, {""name"": ""CSP"", ""level"": ""国赛"", ""award"": ""国家奖学金"", ""normalized_name"": ""CSP""}, {""name"": ""ACM"", ""level"": ""国赛"", ""award"": ""国家奖学金"", ""normalized_name"": ""ACM""}]","ACM,CSP,互联网+,美赛",0.9,
https://zhuanlan.zhihu.com/p/1949246960126112027,2026届（2022级）CS纯绩点保研经验贴（北计、清软 - 知乎专栏,知乎,2026,某中次九,计算机科学与技术,"计算机,软件工程,大数据",次九,1/140+,0.71,1,140,,未说明,,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""EI""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""WWW""}]","[{""name"": ""CSP"", ""level"": null, ""award"": null, ""normalized_name"": ""CSP""}]",CSP,0.95,最终去向：清华大学软件学院专硕
https://zhuanlan.zhihu.com/p/1529363866,2024年（2025届）电子信息保研经验分享（中科大六系、自所cs,知乎,2024,ip某211,电子信息,"计算机,电子信息,自动化",其他,1/165,0.6,1,165,,未说明,,"[{""type"": ""科研经历"", ""title"": ""两个大创项目"", ""author_order"": ""未知"", ""venue_or_level"": null}, {""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""EI""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""WWW""}]","[{""name"": ""数模"", ""level"": null, ""award"": null, ""normalized_name"": ""数模""}, {""name"": ""机器人"", ""level"": null, ""award"": null, ""normalized_name"": ""机器人""}, {""name"": ""大创"", ""level"": null, ""award"": null, ""normalized_name"": ""大创""}]","大创,数模,机器人",0.9,
https://zhuanlan.zhihu.com/p/1954563266572427281,2025年（2026届）末九自动化，超低rank（23%），无六级，保研 ...,知乎,2025,重庆大学,自动化,"计算机,人工智能,自动化",末九,34/247,13.77,34,247,,未说明,,"[{""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""EI""}, {""type"": ""论文"", ""title"": null, ""author_order"": ""未知"", ""venue_or_level"": ""WWW""}]","[{""name"": ""西门子杯"", ""level"": ""国赛"", ""award"": ""国一"", ""normalized_name"": ""西门子杯""}, {""name"": ""智能车"", ""level"": ""国赛"", ""award"": ""国一"", ""normalized_name"": ""智能车""}, {""name"": ""大创"", ""level"": null, ""award"": ""国奖"", ""normalized_name"": ""大创""}, {""name"": ""国奖"", ""level"": null, ""award"": ""国奖"", ""normalized_name"": ""国奖""}]","国奖,大创,智能车,西门子杯",0.95,最终去向：哈工大本部航院控制专硕
